Year,State,Tobacco Use,Demographic,Comparing (Focus group),Cigarette Use Prevalence % (Focus group),To (Reference group),Cigarette Use Prevalence % (Reference group),Disparity Value
2016,Washington,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Asian,7.5,Non-Hispanic AIAN,30.0,0.3
2016,Washington,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Asian,7.5,Non-Hispanic Black,18.0,0.4
2016,Washington,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Asian,7.5,Non-Hispanic White,14.3,0.5
2016,Washington,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,18.0,Hispanic,12.7,1.4
2016,Washington,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,18.0,Non-Hispanic AIAN,30.0,0.6
2016,Washington,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,18.0,Non-Hispanic Asian,7.5,2.4
2016,Washington,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,18.0,Non-Hispanic White,14.3,1.3
2016,Washington,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,14.3,Hispanic,12.7,1.1
2016,Washington,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,14.3,Non-Hispanic AIAN,30.0,0.5
2016,Washington,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,14.3,Non-Hispanic Asian,7.5,1.9
2016,Washington,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,14.3,Non-Hispanic Black,18.0,0.8
2016,West Virginia,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,32.4,Non-Hispanic White,24.7,1.3
2016,West Virginia,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,24.7,Non-Hispanic Black,32.4,0.8
2016,Wisconsin,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,29.5,Non-Hispanic Black,22.9,1.3
2016,Wisconsin,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,29.5,Non-Hispanic White,16.8,1.8
2016,Wisconsin,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,22.9,Non-Hispanic AIAN,29.5,0.8
2016,Wisconsin,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,22.9,Non-Hispanic White,16.8,1.4
2016,Wisconsin,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,16.8,Non-Hispanic AIAN,29.5,0.6
2016,Wisconsin,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,16.8,Non-Hispanic Black,22.9,0.7
2016,Wyoming,Cigarette Use among Adults,Race and Ethnicity,Hispanic,20.1,Non-Hispanic White,18.1,1.1
2016,Wyoming,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,18.1,Hispanic,20.1,0.9
2017,Alabama,Cigarette Use among Adults,Race and Ethnicity,Hispanic,22.8,Non-Hispanic AIAN,40.2,0.6
2017,Alabama,Cigarette Use among Adults,Race and Ethnicity,Hispanic,22.8,Non-Hispanic Black,21.7,1.1
2017,Alabama,Cigarette Use among Adults,Race and Ethnicity,Hispanic,22.8,Non-Hispanic White,20.5,1.1
2017,Alabama,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,40.2,Hispanic,22.8,1.8
2017,Alabama,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,40.2,Non-Hispanic Black,21.7,1.9
2017,Alabama,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,40.2,Non-Hispanic White,20.5,2.0
2017,Alabama,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,21.7,Hispanic,22.8,1.0
2017,Alabama,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,21.7,Non-Hispanic AIAN,40.2,0.5
2017,Alabama,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,21.7,Non-Hispanic White,20.5,1.1
2017,Alabama,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,20.5,Hispanic,22.8,0.9
2017,Alabama,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,20.5,Non-Hispanic AIAN,40.2,0.5
2017,Alabama,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,20.5,Non-Hispanic Black,21.7,0.9
2017,Alaska,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,43.5,Non-Hispanic White,16.7,2.6
2017,Alaska,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,16.7,Non-Hispanic AIAN,43.5,0.4
2017,Arizona,Cigarette Use among Adults,Race and Ethnicity,Hispanic,14.5,Non-Hispanic AIAN,12.9,1.1
2017,Arizona,Cigarette Use among Adults,Race and Ethnicity,Hispanic,14.5,Non-Hispanic Black,17.7,0.8
2017,Arizona,Cigarette Use among Adults,Race and Ethnicity,Hispanic,14.5,Non-Hispanic White,16.3,0.9
2017,Arizona,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,12.9,Hispanic,14.5,0.9
2017,Arizona,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,12.9,Non-Hispanic Black,17.7,0.7
2017,Arizona,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,12.9,Non-Hispanic White,16.3,0.8
2017,Arizona,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,17.7,Hispanic,14.5,1.2
2017,Arizona,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,17.7,Non-Hispanic AIAN,12.9,1.4
2017,Arizona,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,17.7,Non-Hispanic White,16.3,1.1
2017,Arizona,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,16.3,Hispanic,14.5,1.1
2017,Arizona,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,16.3,Non-Hispanic AIAN,12.9,1.3
2017,Arizona,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,16.3,Non-Hispanic Black,17.7,0.9
2017,Arkansas,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,54.4,Non-Hispanic Black,22.8,2.4
2017,Arkansas,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,54.4,Non-Hispanic White,22.1,2.5
2017,Arkansas,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,22.8,Non-Hispanic AIAN,54.4,0.4
2017,Arkansas,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,22.8,Non-Hispanic White,22.1,1.0
2017,Arkansas,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,22.1,Non-Hispanic AIAN,54.4,0.4
2017,Arkansas,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,22.1,Non-Hispanic Black,22.8,1.0
2017,California,Cigarette Use among Adults,Race and Ethnicity,Hispanic,10.7,Non-Hispanic AIAN,11.5,0.9
2017,California,Cigarette Use among Adults,Race and Ethnicity,Hispanic,10.7,Non-Hispanic Asian,7.1,1.5
2017,California,Cigarette Use among Adults,Race and Ethnicity,Hispanic,10.7,Non-Hispanic Black,17.5,0.6
2017,California,Cigarette Use among Adults,Race and Ethnicity,Hispanic,10.7,Non-Hispanic White,12.4,0.9
2017,California,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,11.5,Hispanic,10.7,1.1
2017,California,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,11.5,Non-Hispanic Asian,7.1,1.6
2017,California,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,11.5,Non-Hispanic Black,17.5,0.7
2017,California,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,11.5,Non-Hispanic White,12.4,0.9
2017,California,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Asian,7.1,Hispanic,10.7,0.7
2017,California,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Asian,7.1,Non-Hispanic AIAN,11.5,0.6
2017,California,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Asian,7.1,Non-Hispanic Black,17.5,0.4
2017,California,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Asian,7.1,Non-Hispanic White,12.4,0.6
2017,California,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,17.5,Hispanic,10.7,1.6
2017,California,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,17.5,Non-Hispanic AIAN,11.5,1.5
2017,California,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,17.5,Non-Hispanic Asian,7.1,2.5
2017,California,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,17.5,Non-Hispanic White,12.4,1.4
2017,California,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,12.4,Hispanic,10.7,1.2
2017,California,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,12.4,Non-Hispanic AIAN,11.5,1.1
2017,California,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,12.4,Non-Hispanic Asian,7.1,1.7
2017,California,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,12.4,Non-Hispanic Black,17.5,0.7
2017,Colorado,Cigarette Use among Adults,Race and Ethnicity,Hispanic,16.4,Non-Hispanic AIAN,21.0,0.8
2017,Colorado,Cigarette Use among Adults,Race and Ethnicity,Hispanic,16.4,Non-Hispanic Black,20.3,0.8
2017,Colorado,Cigarette Use among Adults,Race and Ethnicity,Hispanic,16.4,Non-Hispanic White,14.1,1.2
2017,Colorado,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,21.0,Hispanic,16.4,1.3
2017,Colorado,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,21.0,Non-Hispanic Black,20.3,1.0
2017,Colorado,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,21.0,Non-Hispanic White,14.1,1.5
2017,Colorado,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,20.3,Hispanic,16.4,1.2
2017,Colorado,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,20.3,Non-Hispanic AIAN,21.0,1.0
2017,Colorado,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,20.3,Non-Hispanic White,14.1,1.4
2017,Colorado,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,14.1,Hispanic,16.4,0.9
2017,Colorado,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,14.1,Non-Hispanic AIAN,21.0,0.7
2017,Colorado,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,14.1,Non-Hispanic Black,20.3,0.7
2017,Connecticut,Cigarette Use among Adults,Race and Ethnicity,Hispanic,16.3,Non-Hispanic Black,15.0,1.1
2017,Connecticut,Cigarette Use among Adults,Race and Ethnicity,Hispanic,16.3,Non-Hispanic White,12.0,1.4
2017,Connecticut,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,15.0,Hispanic,16.3,0.9
2017,Connecticut,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,15.0,Non-Hispanic White,12.0,1.3
2017,Connecticut,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,12.0,Hispanic,16.3,0.7
2017,Connecticut,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,12.0,Non-Hispanic Black,15.0,0.8
2017,Delaware,Cigarette Use among Adults,Race and Ethnicity,Hispanic,9.4,Non-Hispanic AIAN,39.6,0.2
2017,Delaware,Cigarette Use among Adults,Race and Ethnicity,Hispanic,9.4,Non-Hispanic Black,17.6,0.5
2017,Delaware,Cigarette Use among Adults,Race and Ethnicity,Hispanic,9.4,Non-Hispanic White,17.1,0.5
2017,Delaware,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,39.6,Hispanic,9.4,4.2
2017,Delaware,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,39.6,Non-Hispanic Black,17.6,2.3
2017,Delaware,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,39.6,Non-Hispanic White,17.1,2.3
2017,Delaware,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,17.6,Hispanic,9.4,1.9
2017,Delaware,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,17.6,Non-Hispanic AIAN,39.6,0.4
2017,Delaware,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,17.6,Non-Hispanic White,17.1,1.0
2017,Delaware,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,17.1,Hispanic,9.4,1.8
2017,Delaware,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,17.1,Non-Hispanic AIAN,39.6,0.4
2017,Delaware,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,17.1,Non-Hispanic Black,17.6,1.0
2017,District of Columbia,Cigarette Use among Adults,Race and Ethnicity,Hispanic,10.8,Non-Hispanic Black,22.2,0.5
2017,District of Columbia,Cigarette Use among Adults,Race and Ethnicity,Hispanic,10.8,Non-Hispanic White,6.9,1.6
2017,District of Columbia,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,22.2,Hispanic,10.8,2.1
2017,District of Columbia,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,22.2,Non-Hispanic White,6.9,3.2
2017,District of Columbia,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,6.9,Hispanic,10.8,0.6
2017,District of Columbia,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,6.9,Non-Hispanic Black,22.2,0.3
2017,Florida,Cigarette Use among Adults,Race and Ethnicity,Hispanic,13.2,Non-Hispanic AIAN,17.3,0.8
2017,Florida,Cigarette Use among Adults,Race and Ethnicity,Hispanic,13.2,Non-Hispanic Black,14.6,0.9
2017,Florida,Cigarette Use among Adults,Race and Ethnicity,Hispanic,13.2,Non-Hispanic White,17.7,0.7
2017,Florida,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,17.3,Hispanic,13.2,1.3
2017,Florida,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,17.3,Non-Hispanic Black,14.6,1.2
2017,Florida,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,17.3,Non-Hispanic White,17.7,1.0
2017,Florida,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,14.6,Hispanic,13.2,1.1
2017,Florida,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,14.6,Non-Hispanic AIAN,17.3,0.8
2017,Florida,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,14.6,Non-Hispanic White,17.7,0.8
2017,Florida,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,17.7,Hispanic,13.2,1.3
2017,Florida,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,17.7,Non-Hispanic AIAN,17.3,1.0
2017,Florida,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,17.7,Non-Hispanic Black,14.6,1.2
2017,Georgia,Cigarette Use among Adults,Race and Ethnicity,Hispanic,12.9,Non-Hispanic Black,16.2,0.8
2017,Georgia,Cigarette Use among Adults,Race and Ethnicity,Hispanic,12.9,Non-Hispanic White,19.3,0.7
2017,Georgia,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,16.2,Hispanic,12.9,1.3
2017,Georgia,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,16.2,Non-Hispanic White,19.3,0.8
2017,Georgia,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,19.3,Hispanic,12.9,1.5
2017,Georgia,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,19.3,Non-Hispanic Black,16.2,1.2
2017,Hawaii,Cigarette Use among Adults,Race and Ethnicity,Hispanic,16.8,Non-Hispanic Asian,8.4,2.0
2017,Hawaii,Cigarette Use among Adults,Race and Ethnicity,Hispanic,16.8,Non-Hispanic White,12.0,1.4
2017,Hawaii,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Asian,8.4,Hispanic,16.8,0.5
2017,Hawaii,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Asian,8.4,Non-Hispanic White,12.0,0.7
2017,Hawaii,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,12.0,Hispanic,16.8,0.7
2017,Hawaii,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,12.0,Non-Hispanic Asian,8.4,1.4
2017,Idaho,Cigarette Use among Adults,Race and Ethnicity,Hispanic,9.8,Non-Hispanic White,14.2,0.7
2017,Idaho,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,14.2,Hispanic,9.8,1.4
2017,Illinois,Cigarette Use among Adults,Race and Ethnicity,Hispanic,11.7,Non-Hispanic Asian,6.8,1.7
2017,Illinois,Cigarette Use among Adults,Race and Ethnicity,Hispanic,11.7,Non-Hispanic Black,19.9,0.6
2017,Illinois,Cigarette Use among Adults,Race and Ethnicity,Hispanic,11.7,Non-Hispanic White,15.9,0.7
2017,Illinois,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Asian,6.8,Hispanic,11.7,0.6
2017,Illinois,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Asian,6.8,Non-Hispanic Black,19.9,0.3
2017,Illinois,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Asian,6.8,Non-Hispanic White,15.9,0.4
2017,Illinois,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,19.9,Hispanic,11.7,1.7
2017,Illinois,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,19.9,Non-Hispanic Asian,6.8,2.9
2017,Illinois,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,19.9,Non-Hispanic White,15.9,1.3
2017,Illinois,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,15.9,Hispanic,11.7,1.4
2017,Illinois,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,15.9,Non-Hispanic Asian,6.8,2.3
2017,Illinois,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,15.9,Non-Hispanic Black,19.9,0.8
2017,Indiana,Cigarette Use among Adults,Race and Ethnicity,Hispanic,14.0,Non-Hispanic AIAN,33.3,0.4
2017,Indiana,Cigarette Use among Adults,Race and Ethnicity,Hispanic,14.0,Non-Hispanic Black,21.2,0.7
2017,Indiana,Cigarette Use among Adults,Race and Ethnicity,Hispanic,14.0,Non-Hispanic White,22.3,0.6
2017,Indiana,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,33.3,Hispanic,14.0,2.4
2017,Indiana,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,33.3,Non-Hispanic Black,21.2,1.6
2017,Indiana,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,33.3,Non-Hispanic White,22.3,1.5
2017,Indiana,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,21.2,Hispanic,14.0,1.5
2017,Indiana,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,21.2,Non-Hispanic AIAN,33.3,0.6
2017,Indiana,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,21.2,Non-Hispanic White,22.3,1.0
2017,Indiana,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,22.3,Hispanic,14.0,1.6
2017,Indiana,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,22.3,Non-Hispanic AIAN,33.3,0.7
2017,Indiana,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,22.3,Non-Hispanic Black,21.2,1.1
2017,Iowa,Cigarette Use among Adults,Race and Ethnicity,Hispanic,13.8,Non-Hispanic Black,36.0,0.4
2017,Iowa,Cigarette Use among Adults,Race and Ethnicity,Hispanic,13.8,Non-Hispanic White,16.3,0.8
2017,Iowa,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,36.0,Hispanic,13.8,2.6
2017,Iowa,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,36.0,Non-Hispanic White,16.3,2.2
2017,Iowa,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,16.3,Hispanic,13.8,1.2
2017,Iowa,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,16.3,Non-Hispanic Black,36.0,0.5
2017,Kansas,Cigarette Use among Adults,Race and Ethnicity,Hispanic,15.9,Non-Hispanic AIAN,40.7,0.4
2017,Kansas,Cigarette Use among Adults,Race and Ethnicity,Hispanic,15.9,Non-Hispanic Asian,5.5,2.9
2017,Kansas,Cigarette Use among Adults,Race and Ethnicity,Hispanic,15.9,Non-Hispanic Black,24.0,0.7
2017,Kansas,Cigarette Use among Adults,Race and Ethnicity,Hispanic,15.9,Non-Hispanic White,17.1,0.9
2017,Kansas,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,40.7,Hispanic,15.9,2.6
2017,Kansas,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,40.7,Non-Hispanic Asian,5.5,7.4
2017,Kansas,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,40.7,Non-Hispanic Black,24.0,1.7
2017,Kansas,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,40.7,Non-Hispanic White,17.1,2.4
2017,Kansas,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Asian,5.5,Hispanic,15.9,0.3
2017,Kansas,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Asian,5.5,Non-Hispanic AIAN,40.7,0.1
2017,Kansas,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Asian,5.5,Non-Hispanic Black,24.0,0.2
2017,Kansas,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Asian,5.5,Non-Hispanic White,17.1,0.3
2017,Kansas,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,24.0,Hispanic,15.9,1.5
2017,Kansas,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,24.0,Non-Hispanic AIAN,40.7,0.6
2017,Kansas,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,24.0,Non-Hispanic Asian,5.5,4.4
2017,Kansas,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,24.0,Non-Hispanic White,17.1,1.4
2017,Kansas,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,17.1,Hispanic,15.9,1.1
2017,Kansas,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,17.1,Non-Hispanic AIAN,40.7,0.4
2017,Kansas,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,17.1,Non-Hispanic Asian,5.5,3.1
2017,Kansas,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,17.1,Non-Hispanic Black,24.0,0.7
2017,Kentucky,Cigarette Use among Adults,Race and Ethnicity,Hispanic,25.0,Non-Hispanic AIAN,43.9,0.6
2017,Kentucky,Cigarette Use among Adults,Race and Ethnicity,Hispanic,25.0,Non-Hispanic Black,21.4,1.2
2017,Kentucky,Cigarette Use among Adults,Race and Ethnicity,Hispanic,25.0,Non-Hispanic White,24.6,1.0
2017,Kentucky,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,43.9,Hispanic,25.0,1.8
2017,Kentucky,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,43.9,Non-Hispanic Black,21.4,2.1
2017,Kentucky,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,43.9,Non-Hispanic White,24.6,1.8
2017,Kentucky,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,21.4,Hispanic,25.0,0.9
2017,Kentucky,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,21.4,Non-Hispanic AIAN,43.9,0.5
2017,Kentucky,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,21.4,Non-Hispanic White,24.6,0.9
2017,Kentucky,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,24.6,Hispanic,25.0,1.0
2017,Kentucky,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,24.6,Non-Hispanic AIAN,43.9,0.6
2017,Kentucky,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,24.6,Non-Hispanic Black,21.4,1.1
2017,Louisiana,Cigarette Use among Adults,Race and Ethnicity,Hispanic,33.4,Non-Hispanic AIAN,38.9,0.9
